heure_estimee,complexite,priorite,tache,experience_technicien,meteo,saison,duree_reelle
3,2,4,13,1.02,2,0,4.52
2,1,1,3,1.32,3,0,3.91
2,1,1,6,0.53,2,1,4.17
2,2,3,11,1.37,1,3,2.3
2,2,3,23,1.78,2,2,4.89
4,2,1,3,1.8,1,2,3.96
4,2,1,24,1.76,0,2,2.6
3,1,1,19,0.6,2,0,5.53
2,2,4,17,1.53,0,2,0.5
4,3,1,22,1.8,2,3,8.0
2,2,4,7,1.61,1,2,1.36
2,1,1,17,1.18,1,3,4.94
2,1,1,7,1.67,1,3,4.75
1,3,4,15,1.68,0,1,0.5
4,1,3,11,0.78,0,3,5.24
1,3,3,6,1.17,0,3,3.41
1,2,1,1,1.47,2,3,4.66
2,2,4,10,1.55,0,2,2.15
4,2,4,7,1.32,0,1,1.37
4,3,1,16,1.38,2,0,6.37
4,1,3,1,1.52,3,1,5.75
2,2,1,24,1.78,2,2,4.85
1,2,3,7,0.72,0,2,1.16
4,1,4,11,0.7,3,1,3.67
3,3,3,24,1.49,3,3,8.86
2,2,1,14,1.06,1,3,5.5
4,2,4,13,1.65,3,1,5.09
2,3,3,11,1.28,3,1,4.13
2,1,3,8,0.96,1,3,3.91
2,1,4,2,1.99,0,1,0.5
4,2,2,14,1.65,1,1,2.74
4,3,2,18,0.95,3,0,7.85
1,3,2,1,1.33,3,3,6.11
4,3,2,9,1.01,2,0,5.93
2,2,4,2,1.21,0,0,1.03
3,2,1,10,1.97,0,3,2.66
3,3,4,21,1.9,2,3,5.81
4,3,4,14,0.64,3,1,6.47
2,3,3,20,1.6,2,1,2.6
3,1,1,0,1.61,2,2,5.74
3,3,4,5,1.49,2,2,6.77
1,3,1,19,1.73,0,3,3.79
4,2,1,20,1.15,0,0,2.9
2,2,2,20,1.6,3,2,5.65
4,3,4,4,1.64,1,0,5.1
1,1,4,25,1.8,3,2,3.7
4,3,1,2,1.12,3,2,10.24
2,1,4,8,1.8,0,3,0.93
4,1,3,25,1.58,3,1,5.31
3,2,2,8,1.1,1,0,4.28
1,3,4,7,1.34,3,3,5.5
2,3,4,20,0.7,1,2,2.65
3,3,1,10,0.52,3,0,8.94
4,2,4,21,1.44,1,0,4.07
1,1,4,22,0.89,2,1,0.5
2,2,3,19,1.62,0,2,0.9
4,3,3,14,1.94,1,1,1.63
3,2,4,17,0.72,3,0,4.96
2,2,3,5,1.72,0,1,0.5
1,2,2,15,1.52,0,2,2.38
4,3,3,25,1.69,0,1,1.42
2,3,1,25,1.41,2,2,7.09
4,1,4,20,1.61,2,1,4.95
3,1,4,21,0.87,3,1,4.26
4,1,3,21,0.56,2,3,6.57
3,2,2,19,1.66,3,3,7.22
1,1,1,12,0.79,0,2,1.62
4,3,2,22,1.15,1,3,6.39
2,1,2,17,1.28,0,2,1.74
3,3,4,25,1.71,3,2,7.2
1,3,1,16,1.61,1,2,2.45
4,3,4,17,0.92,1,3,7.39
4,2,2,22,0.55,3,2,7.42
2,2,4,6,1.14,0,3,2.12
1,3,1,6,1.85,2,1,1.58
1,2,3,21,1.94,3,0,3.6
2,2,2,23,1.39,1,2,4.27
1,1,4,3,1.58,2,2,2.05
2,1,1,3,0.94,0,2,0.5
2,2,3,16,1.64,1,1,0.5
2,2,1,5,1.25,0,2,2.31
3,1,1,17,1.97,0,1,0.5
4,2,1,6,1.19,0,0,3.51
1,2,3,20,1.85,0,3,1.77
4,3,1,14,1.85,2,0,6.27
2,3,3,4,1.68,3,0,3.72
2,3,1,1,1.81,0,3,2.89
1,3,4,4,1.68,2,3,4.46
2,1,2,19,0.73,1,3,3.89
4,1,4,5,0.51,2,0,5.84
4,3,3,21,1.53,1,1,4.26
3,3,1,9,1.68,0,3,4.93
1,2,2,23,1.87,2,1,0.5
3,1,1,14,0.73,0,2,1.67
2,1,1,19,0.82,1,3,2.63
2,3,2,4,1.04,0,0,3.13
4,2,1,8,1.12,3,1,7.15
2,3,3,25,1.1,2,3,7.11
3,2,2,12,1.42,3,1,6.02
4,1,2,8,1.82,2,3,5.62
3,3,1,18,1.57,0,3,4.29
2,2,3,10,1.17,1,2,3.26
2,1,1,13,1.81,0,3,2.32
1,1,2,23,1.98,3,0,3.44
3,1,1,10,1.52,2,0,3.9
1,2,3,0,0.72,1,2,2.44
1,2,4,15,0.61,1,2,3.23
4,3,2,12,0.69,1,1,4.06
4,3,2,13,1.6,3,2,8.38
1,2,2,23,1.31,2,1,1.39
3,1,1,19,1.84,3,2,6.83
1,3,3,19,0.81,2,1,1.22
4,2,1,0,0.59,1,3,7.49
4,3,2,20,0.66,3,3,10.36
3,2,1,8,0.97,1,2,5.97
3,2,4,12,1.15,3,1,3.63
